index,weekPosition,previousPosition,pPosition,totalWeeks,titleArtist,entryDate,entryPosition,Ovreral_peakPosition,Overral_tW,artist,songs,WeekOf
2321,78,56,56,4,Nothing Breaks Like A Heart                                 MIKE RONSON featuring MILEY CYRUS,12/15/18,67,56,4,             MIKE RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart,8/4/18
2322,79,67,67,7,Sixteen                                                     THOMAS RHETT,11/24/18,91,67,7,             THOMAS RHETT,Sixteen,8/4/18
2323,80,65,65,10,Burning Man                                                 DIERKS BENTLEY featuring BROTHERS OSBORNE,11/3/18,100,65,10,             DIERKS BENTLEY featuring BROTHERS OSBORNE,Burning Man,8/4/18
2324,81,81,81,3,Beautiful Crazy                                             LUKE COMBS,12/22/18,97,81,3,             LUKE COMBS,Beautiful Crazy,8/4/18
2325,82,77,52,10,When The Party's Over                                       BILLIE EILISH,11/3/18,65,52,10,             BILLIE EILISH,When The Party's Over,8/4/18
2326,83,87,83,2,Sweet But Psycho                                            AVA MAX,12/29/18,87,83,2,             AVA MAX,Sweet But Psycho,8/4/18
2327,84,66,66,9,This Feeliing                                               THE CHAINSMOKERS featuring KELSEA BALLERINI,11/10/18,98,66,9,             THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeliing,8/4/18
2328,85,75,75,5,You                                                         JACQUEES,12/8/18,90,75,5,             JACQUEES,You,8/4/18
2329,86,0,86,1,1.5                                                         21 SAVAGE,1/5/19,86,86,1,             21 SAVAGE,1.5,8/4/18
2330,87,71,71,3,Girl Like You                                               JASON ALDEAN,12/22/18,77,71,3,             JASON ALDEAN,Girl Like You,8/4/18
2331,88,0,88,1,Out For The Night                                           21 SAVAGE,1/5/19,88,88,1,             21 SAVAGE,Out For The Night,8/4/18
2332,89,72,72,7,Good Girl                                                   DUSTIN LYNCH,11/24/18,93,72,7,             DUSTIN LYNCH,Good Girl,8/4/18
2333,90,73,47,14,No Stylist                                                  FRENCH MONTANA featuring DRAKE,10/6/18,47,47,14,             FRENCH MONTANA featuring DRAKE,No Stylist,8/4/18
2334,91,89,89,2,Lovely                                                      BILLIE EILISH & KHALID,12/29/18,89,89,2,             BILLIE EILISH & KHALID,Lovely,8/4/18
2335,92,80,79,8,Ella Quiere Beber                                           ANUEL AA & ROMEO SANTOS,11/17/18,86,79,8,             ANUEL AA & ROMEO SANTOS,Ella Quiere Beber,8/4/18
2336,93,0,93,1,Gun Smoke                                                   21 SAVAGE,1/5/19,93,93,1,             21 SAVAGE,Gun Smoke,8/4/18
2337,94,0,94,1,Demons And Angels                                           A BOOGIE WIT DA HOODIE featuring JUICE WRLD,1/5/19,94,94,1,             A BOOGIE WIT DA HOODIE featuring JUICE WRLD,Demons And Angels,8/4/18
2338,95,0,95,1,ASMR                                                        21 SAVAGE,1/5/19,95,95,1,             21 SAVAGE,ASMR,8/4/18
2339,96,78,78,3,Last Shot                                                   KIP MOORE,12/22/18,87,78,3,             KIP MOORE,Last Shot,8/4/18
2340,97,82,26,10,Fine China                                                  FUTURE & JUICE WRLD,11/3/18,26,26,10,             FUTURE & JUICE WRLD,Fine China,8/4/18
2341,98,91,91,2,Envy Me                                                     CALBOY,12/29/18,91,91,2,             CALBOY,Envy Me,8/4/18
2342,99,83,48,13,Lost In Japan                                               SHAWN MENDES x ZEDD,10/13/18,99,48,13,             SHAWN MENDES x ZEDD,Lost In Japan,8/4/18
2343,100,84,84,3,This Is It                                                  SCOTTY McCREERY,12/22/18,96,84,3,             SCOTTY McCREERY,This Is It,8/4/18
2346,1,1,1,8,"Thank U, Next                                               ARIANA GRANDE",11/17/18,1,1,8,             ARIANA GRANDE,"Thank U, Next",7/28/18
2347,2,2,2,12,Without Me                                                  HALSEY,10/20/18,18,2,12,             HALSEY,Without Me,7/28/18
2348,3,7,3,6,All I Want For Christmas Is You                             MARIAH CAREY,12/1/18,29,3,6,             MARIAH CAREY,All I Want For Christmas Is You,7/28/18
2349,4,3,1,21,Sicko Mode                                                  TRAVIS SCOTT,8/18/18,4,1,21,             TRAVIS SCOTT,Sicko Mode,7/28/18
2350,5,4,4,10,Sunflower (Spider-Man: Into The Spider-Verse)               POST MALONE & SWAE LEE,11/3/18,9,4,10,             POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse),7/28/18
2351,6,6,5,19,High Hopes                                                  PANIC! AT THE DISCO,9/1/18,90,5,19,             PANIC! AT THE DISCO,High Hopes,7/28/18
2352,7,5,3,19,Happier                                                     MARSHMELLO & BASTILLE,9/1/18,63,3,19,             MARSHMELLO & BASTILLE,Happier,7/28/18
2353,8,13,8,5,Jingle Bell Rock                                            BOBBY HELMS,12/8/18,33,8,5,             BOBBY HELMS,Jingle Bell Rock,7/28/18
2354,9,11,9,5,Rockin' Around The Christmas Tree                           BRENDA LEE,12/8/18,23,9,5,             BRENDA LEE,Rockin' Around The Christmas Tree,7/28/18
2355,10,12,10,5,A Holly Jolly Christmas                                     BURL IVES,12/8/18,26,10,5,             BURL IVES,A Holly Jolly Christmas,7/28/18
2356,11,17,11,5,The Christmas Song (Merry Christmas To You)                 NAT KING COLE,12/8/18,39,11,5,             NAT KING COLE,The Christmas Song (Merry Christmas To You),7/28/18
2357,12,9,4,15,Drip Too Hard                                               LIL BABY & GUNNA,9/29/18,28,4,15,             LIL BABY & GUNNA,Drip Too Hard,7/28/18
2358,13,10,10,5,It's The Most Wonderful Time Of The Year                    ANDY WILLIAMS,12/8/18,21,10,5,             ANDY WILLIAMS,It's The Most Wonderful Time Of The Year,7/28/18
2359,14,15,1,31,Girls Like You                                              MAROON 5 featuring CARDI B,6/9/18,94,1,31,             MAROON 5 featuring CARDI B,Girls Like You,7/28/18
2360,15,8,2,11,Zeze                                                        KODAK BLACK featuring TRAVIS SCOTT & OFFSET,10/27/18,2,2,11,             KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze,7/28/18
2361,16,28,16,4,Rudolph The Red-Nosed Reindeer                              GENE AUTRY,12/15/18,36,16,4,             GENE AUTRY,Rudolph The Red-Nosed Reindeer,7/28/18
2362,17,16,6,18,Mo Bamba                                                    SHECK WES,9/8/18,82,6,18,             SHECK WES,Mo Bamba,7/28/18
2363,18,14,11,15,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,9/29/18,30,11,15,             GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky,7/28/18
2364,19,30,13,10,Money                                                       CARDI B,11/3/18,54,13,10,             CARDI B,Money,7/28/18
2365,20,32,20,4,"Let It Snow, Let It Snow, Let It Snow                       DEAN MARTIN",12/15/18,41,20,4,             DEAN MARTIN,"Let It Snow, Let It Snow, Let It Snow",7/28/18
2366,21,18,16,24,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",7/28/18,56,16,24,"             BENNY BLANCO, HALSEY & KHALID",Eastside,7/28/18
2367,22,19,12,19,Breathin'                                                   ARIANA GRANDE,9/1/18,22,12,19,             ARIANA GRANDE,Breathin',7/28/18
2368,23,21,3,35,Better Now                                                  POST MALONE,5/12/18,7,3,35,             POST MALONE,Better Now,7/28/18
2369,24,20,7,30,Youngblood                                                  5 SECONDS OF SUMMER,6/16/18,96,7,30,             5 SECONDS OF SUMMER,Youngblood,7/28/18
2370,25,27,25,5,Last Christmas                                              WHAM!,12/8/18,43,25,5,             WHAM!,Last Christmas,7/28/18
2371,26,33,26,3,Sleigh Ride                                                 THE RONETTES,12/22/18,41,26,3,             THE RONETTES,Sleigh Ride,7/28/18
2372,27,23,2,33,Lucid Dreams                                                JUICE WRLD,5/26/18,74,2,33,             JUICE WRLD,Lucid Dreams,7/28/18
2373,28,35,28,3,Here Comes Santa Claus (Down Santa Claus Lane)              GENE AUTRY,12/22/18,40,28,3,             GENE AUTRY,Here Comes Santa Claus (Down Santa Claus Lane),7/28/18
2374,29,34,29,3,Feliz Navidad                                               JOSE FELICIANO,12/22/18,42,29,3,             JOSE FELICIANO,Feliz Navidad,7/28/18
2375,30,25,11,13,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",10/13/18,27,11,13,"             DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki,7/28/18
2376,31,26,5,11,MIA                                                         BAD BUNNY featuring DRAKE,10/27/18,5,5,11,             BAD BUNNY featuring DRAKE,MIA,7/28/18
2377,32,41,32,2,(There's No Place Like) Home For The Holidays               PERRY COMO,12/29/18,41,32,2,             PERRY COMO,(There's No Place Like) Home For The Holidays,7/28/18
2378,33,31,27,15,Leave Me Alone                                              FLIPP DINERO,9/29/18,96,27,15,             FLIPP DINERO,Leave Me Alone,7/28/18
2379,34,48,34,2,White Christmas                                             BING CROSBY,12/29/18,48,34,2,             BING CROSBY,White Christmas,7/28/18
2380,35,42,35,2,It's Beginning To Look A Lot Like Christmas                 PERRY COMO & THE FONTANE SISTERS,12/29/18,42,35,2,             PERRY COMO & THE FONTANE SISTERS,It's Beginning To Look A Lot Like Christmas,7/28/18
2381,36,22,6,4,Going Bad                                                   MEEK MILL featuring DRAKE,12/15/18,6,6,4,             MEEK MILL featuring DRAKE,Going Bad,7/28/18
2382,37,0,37,1,A Lot                                                       21 SAVAGE,1/5/19,37,37,1,             21 SAVAGE,A Lot,7/28/18
2383,38,29,11,21,Trip                                                        ELLA MAI,8/18/18,79,11,21,             ELLA MAI,Trip,7/28/18
2384,39,40,1,38,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",4/21/18,8,1,38,"             CARDI B, BAD BUNNY & J BALVIN",I Like It,7/28/18
2385,40,0,40,1,Blue Christmas                                              ELVIS PRESLEY,1/5/19,40,40,1,             ELVIS PRESLEY,Blue Christmas,7/28/18
2386,41,36,33,16,Speechless                                                  DAN + SHAY,9/22/18,95,33,16,             DAN + SHAY,Speechless,7/28/18
2387,42,45,42,2,Happy Xmas (War Is Over)                                    JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,12/29/18,45,42,2,             JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,Happy Xmas (War Is Over),7/28/18
2388,43,50,43,2,Christmas (Baby Please Come Home)                           DARLENE LOVE,12/29/18,50,43,2,             DARLENE LOVE,Christmas (Baby Please Come Home),7/28/18
2389,44,0,44,1,Underneath The Tree                                         KELLY CLARKSON,1/5/19,44,44,1,             KELLY CLARKSON,Underneath The Tree,7/28/18
2390,45,0,45,1,Run Rudolph Run                                             CHUCK BERRY,1/5/19,45,45,1,             CHUCK BERRY,Run Rudolph Run,7/28/18
2391,46,43,13,23,Natural                                                     IMAGINE DRAGONS,8/4/18,37,13,23,             IMAGINE DRAGONS,Natural,7/28/18
2392,47,0,47,1,Wow.                                                        POST MALONE,1/5/19,47,47,1,             POST MALONE,Wow.,7/28/18
2393,48,37,9,45,Love Lies                                                   KHALID & NORMANI,3/3/18,43,9,45,             KHALID & NORMANI,Love Lies,7/28/18
2394,49,0,49,1,Jingle Bells                                                FRANK SINATRA,1/5/19,49,49,1,             FRANK SINATRA,Jingle Bells,7/28/18
2395,50,38,30,21,Beautiful                                                   BAZZI featuring CAMILA CABELLO,8/18/18,60,30,21,             BAZZI featuring CAMILA CABELLO,Beautiful,7/28/18
2396,51,39,29,15,Better                                                      KHALID,9/29/18,45,29,15,             KHALID,Better,7/28/18
2397,52,44,5,13,Shallow                                                     LADY GAGA & BRADLEY COOPER,10/13/18,28,5,13,             LADY GAGA & BRADLEY COOPER,Shallow,7/28/18
2398,53,68,53,2,Cozy Little Christmas                                       KATY PERRY,12/29/18,68,53,2,             KATY PERRY,Cozy Little Christmas,7/28/18
2399,54,51,34,20,She Got The Best Of Me                                      LUKE COMBS,8/25/18,95,34,20,             LUKE COMBS,She Got The Best Of Me,7/28/18
2400,55,90,55,2,The Christmas Song                                          LAUREN DAIGLE,12/29/18,90,55,2,             LAUREN DAIGLE,The Christmas Song,7/28/18
2401,56,49,7,13,Uproar                                                      LIL WAYNE,10/13/18,7,7,13,             LIL WAYNE,Uproar,7/28/18
2402,57,0,57,1,Swervin                                                     A BOOGIE WIT DA HOODIE featuring 6IX9INE,1/5/19,57,57,1,             A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin,7/28/18
2403,58,0,58,1,Can't Leave Without It                                      21 SAVAGE,1/5/19,58,58,1,             21 SAVAGE,Can't Leave Without It,7/28/18
2404,59,59,44,24,You Say                                                     LAUREN DAIGLE,7/28/18,53,44,24,             LAUREN DAIGLE,You Say,7/28/18
2405,60,57,57,6,Close To Me                                                 ELLIE GOULDING x DIPLO featuring SWAE LEE,12/1/18,98,57,6,             ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me,7/28/18
2406,61,55,46,15,Best Shot                                                   JIMMIE ALLEN,9/29/18,97,46,15,             JIMMIE ALLEN,Best Shot,7/28/18
2407,62,53,31,18,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,9/8/18,88,31,18,             MEEK MILL featuring JEREMIH & PNB ROCK,Dangerous,7/28/18
2408,63,63,63,9,Be Alright                                                  DEAN LEWIS,11/10/18,94,63,9,             DEAN LEWIS,Be Alright,7/28/18
2409,64,54,53,19,Drunk Me                                                    MITCHELL TENPENNY,9/1/18,83,53,19,             MITCHELL TENPENNY,Drunk Me,7/28/18
2410,65,0,65,1,Startender                                                  A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,1/5/19,65,65,1,             A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,Startender,7/28/18
2411,66,96,66,3,Look Back At It                                             A BOOGIE WIT DA HOODIE,12/22/18,95,66,3,             A BOOGIE WIT DA HOODIE,Look Back At It,7/28/18
2412,67,0,67,1,All My Friends                                              21 SAVAGE,1/5/19,67,67,1,             21 SAVAGE,All My Friends,7/28/18
2413,68,52,16,7,Bad!                                                        XXXTENTACION,11/24/18,16,16,7,             XXXTENTACION,Bad!,7/28/18
2414,69,64,64,10,Backin' It Up                                               PARDISON FONTAINE faeturing CARDI B,11/3/18,95,64,10,             PARDISON FONTAINE faeturing CARDI B,Backin' It Up,7/28/18
2415,70,0,70,1,Break Da Law                                                21 SAVAGE,1/5/19,70,70,1,             21 SAVAGE,Break Da Law,7/28/18
2416,71,24,24,2,Imagine                                                     ARIANA GRANDE,12/29/18,24,24,2,             ARIANA GRANDE,Imagine,7/28/18
2417,72,61,61,9,TAlk tO Me                                                  TORY LANEZ & RICH THE KID,11/10/18,76,61,9,             TORY LANEZ & RICH THE KID,TAlk tO Me,7/28/18
2418,73,0,73,1,Monster                                                     21 SAVAGE,1/5/19,73,73,1,             21 SAVAGE,Monster,7/28/18
2419,74,46,46,4,Calling My Spirit                                           KODAK BLACK,12/15/18,64,46,4,             KODAK BLACK,Calling My Spirit,7/28/18
2420,75,69,69,8,Consequences                                                CAMILA CABELLO,11/17/18,97,69,8,             CAMILA CABELLO,Consequences,7/28/18
2421,76,60,44,7,Armed And Dangerous                                         JUICE WRLD,11/24/18,44,44,7,             JUICE WRLD,Armed And Dangerous,7/28/18
2422,77,62,28,9,Arms Around You                                             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,11/10/18,28,28,9,             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,Arms Around You,7/28/18
2423,78,56,56,4,Nothing Breaks Like A Heart                                 MIKE RONSON featuring MILEY CYRUS,12/15/18,67,56,4,             MIKE RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart,7/28/18
2424,79,67,67,7,Sixteen                                                     THOMAS RHETT,11/24/18,91,67,7,             THOMAS RHETT,Sixteen,7/28/18
2425,80,65,65,10,Burning Man                                                 DIERKS BENTLEY featuring BROTHERS OSBORNE,11/3/18,100,65,10,             DIERKS BENTLEY featuring BROTHERS OSBORNE,Burning Man,7/28/18
2426,81,81,81,3,Beautiful Crazy                                             LUKE COMBS,12/22/18,97,81,3,             LUKE COMBS,Beautiful Crazy,7/28/18
2427,82,77,52,10,When The Party's Over                                       BILLIE EILISH,11/3/18,65,52,10,             BILLIE EILISH,When The Party's Over,7/28/18
2428,83,87,83,2,Sweet But Psycho                                            AVA MAX,12/29/18,87,83,2,             AVA MAX,Sweet But Psycho,7/28/18
2429,84,66,66,9,This Feeliing                                               THE CHAINSMOKERS featuring KELSEA BALLERINI,11/10/18,98,66,9,             THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeliing,7/28/18
2430,85,75,75,5,You                                                         JACQUEES,12/8/18,90,75,5,             JACQUEES,You,7/28/18
2431,86,0,86,1,1.5                                                         21 SAVAGE,1/5/19,86,86,1,             21 SAVAGE,1.5,7/28/18
2432,87,71,71,3,Girl Like You                                               JASON ALDEAN,12/22/18,77,71,3,             JASON ALDEAN,Girl Like You,7/28/18
2433,88,0,88,1,Out For The Night                                           21 SAVAGE,1/5/19,88,88,1,             21 SAVAGE,Out For The Night,7/28/18
2434,89,72,72,7,Good Girl                                                   DUSTIN LYNCH,11/24/18,93,72,7,             DUSTIN LYNCH,Good Girl,7/28/18
2435,90,73,47,14,No Stylist                                                  FRENCH MONTANA featuring DRAKE,10/6/18,47,47,14,             FRENCH MONTANA featuring DRAKE,No Stylist,7/28/18
2436,91,89,89,2,Lovely                                                      BILLIE EILISH & KHALID,12/29/18,89,89,2,             BILLIE EILISH & KHALID,Lovely,7/28/18
2437,92,80,79,8,Ella Quiere Beber                                           ANUEL AA & ROMEO SANTOS,11/17/18,86,79,8,             ANUEL AA & ROMEO SANTOS,Ella Quiere Beber,7/28/18
2438,93,0,93,1,Gun Smoke                                                   21 SAVAGE,1/5/19,93,93,1,             21 SAVAGE,Gun Smoke,7/28/18
2439,94,0,94,1,Demons And Angels                                           A BOOGIE WIT DA HOODIE featuring JUICE WRLD,1/5/19,94,94,1,             A BOOGIE WIT DA HOODIE featuring JUICE WRLD,Demons And Angels,7/28/18
2440,95,0,95,1,ASMR                                                        21 SAVAGE,1/5/19,95,95,1,             21 SAVAGE,ASMR,7/28/18
2441,96,78,78,3,Last Shot                                                   KIP MOORE,12/22/18,87,78,3,             KIP MOORE,Last Shot,7/28/18
2442,97,82,26,10,Fine China                                                  FUTURE & JUICE WRLD,11/3/18,26,26,10,             FUTURE & JUICE WRLD,Fine China,7/28/18
2443,98,91,91,2,Envy Me                                                     CALBOY,12/29/18,91,91,2,             CALBOY,Envy Me,7/28/18
2444,99,83,48,13,Lost In Japan                                               SHAWN MENDES x ZEDD,10/13/18,99,48,13,             SHAWN MENDES x ZEDD,Lost In Japan,7/28/18
2445,100,84,84,3,This Is It                                                  SCOTTY McCREERY,12/22/18,96,84,3,             SCOTTY McCREERY,This Is It,7/28/18
2448,1,1,1,8,"Thank U, Next                                               ARIANA GRANDE",11/17/18,1,1,8,             ARIANA GRANDE,"Thank U, Next",7/21/18
2449,2,2,2,12,Without Me                                                  HALSEY,10/20/18,18,2,12,             HALSEY,Without Me,7/21/18
2450,3,7,3,6,All I Want For Christmas Is You                             MARIAH CAREY,12/1/18,29,3,6,             MARIAH CAREY,All I Want For Christmas Is You,7/21/18
2451,4,3,1,21,Sicko Mode                                                  TRAVIS SCOTT,8/18/18,4,1,21,             TRAVIS SCOTT,Sicko Mode,7/21/18
2452,5,4,4,10,Sunflower (Spider-Man: Into The Spider-Verse)               POST MALONE & SWAE LEE,11/3/18,9,4,10,             POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse),7/21/18
2453,6,6,5,19,High Hopes                                                  PANIC! AT THE DISCO,9/1/18,90,5,19,             PANIC! AT THE DISCO,High Hopes,7/21/18
2454,7,5,3,19,Happier                                                     MARSHMELLO & BASTILLE,9/1/18,63,3,19,             MARSHMELLO & BASTILLE,Happier,7/21/18
2455,8,13,8,5,Jingle Bell Rock                                            BOBBY HELMS,12/8/18,33,8,5,             BOBBY HELMS,Jingle Bell Rock,7/21/18
2456,9,11,9,5,Rockin' Around The Christmas Tree                           BRENDA LEE,12/8/18,23,9,5,             BRENDA LEE,Rockin' Around The Christmas Tree,7/21/18
2457,10,12,10,5,A Holly Jolly Christmas                                     BURL IVES,12/8/18,26,10,5,             BURL IVES,A Holly Jolly Christmas,7/21/18
2458,11,17,11,5,The Christmas Song (Merry Christmas To You)                 NAT KING COLE,12/8/18,39,11,5,             NAT KING COLE,The Christmas Song (Merry Christmas To You),7/21/18
2459,12,9,4,15,Drip Too Hard                                               LIL BABY & GUNNA,9/29/18,28,4,15,             LIL BABY & GUNNA,Drip Too Hard,7/21/18
2460,13,10,10,5,It's The Most Wonderful Time Of The Year                    ANDY WILLIAMS,12/8/18,21,10,5,             ANDY WILLIAMS,It's The Most Wonderful Time Of The Year,7/21/18
2461,14,15,1,31,Girls Like You                                              MAROON 5 featuring CARDI B,6/9/18,94,1,31,             MAROON 5 featuring CARDI B,Girls Like You,7/21/18
2462,15,8,2,11,Zeze                                                        KODAK BLACK featuring TRAVIS SCOTT & OFFSET,10/27/18,2,2,11,             KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze,7/21/18
2463,16,28,16,4,Rudolph The Red-Nosed Reindeer                              GENE AUTRY,12/15/18,36,16,4,             GENE AUTRY,Rudolph The Red-Nosed Reindeer,7/21/18
2464,17,16,6,18,Mo Bamba                                                    SHECK WES,9/8/18,82,6,18,             SHECK WES,Mo Bamba,7/21/18
2465,18,14,11,15,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,9/29/18,30,11,15,             GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky,7/21/18
2466,19,30,13,10,Money                                                       CARDI B,11/3/18,54,13,10,             CARDI B,Money,7/21/18
2467,20,32,20,4,"Let It Snow, Let It Snow, Let It Snow                       DEAN MARTIN",12/15/18,41,20,4,             DEAN MARTIN,"Let It Snow, Let It Snow, Let It Snow",7/21/18
2468,21,18,16,24,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",7/28/18,56,16,24,"             BENNY BLANCO, HALSEY & KHALID",Eastside,7/21/18
2469,22,19,12,19,Breathin'                                                   ARIANA GRANDE,9/1/18,22,12,19,             ARIANA GRANDE,Breathin',7/21/18
2470,23,21,3,35,Better Now                                                  POST MALONE,5/12/18,7,3,35,             POST MALONE,Better Now,7/21/18
2471,24,20,7,30,Youngblood                                                  5 SECONDS OF SUMMER,6/16/18,96,7,30,             5 SECONDS OF SUMMER,Youngblood,7/21/18
2472,25,27,25,5,Last Christmas                                              WHAM!,12/8/18,43,25,5,             WHAM!,Last Christmas,7/21/18
2473,26,33,26,3,Sleigh Ride                                                 THE RONETTES,12/22/18,41,26,3,             THE RONETTES,Sleigh Ride,7/21/18
2474,27,23,2,33,Lucid Dreams                                                JUICE WRLD,5/26/18,74,2,33,             JUICE WRLD,Lucid Dreams,7/21/18
2475,28,35,28,3,Here Comes Santa Claus (Down Santa Claus Lane)              GENE AUTRY,12/22/18,40,28,3,             GENE AUTRY,Here Comes Santa Claus (Down Santa Claus Lane),7/21/18
2476,29,34,29,3,Feliz Navidad                                               JOSE FELICIANO,12/22/18,42,29,3,             JOSE FELICIANO,Feliz Navidad,7/21/18
2477,30,25,11,13,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",10/13/18,27,11,13,"             DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki,7/21/18
2478,31,26,5,11,MIA                                                         BAD BUNNY featuring DRAKE,10/27/18,5,5,11,             BAD BUNNY featuring DRAKE,MIA,7/21/18
2479,32,41,32,2,(There's No Place Like) Home For The Holidays               PERRY COMO,12/29/18,41,32,2,             PERRY COMO,(There's No Place Like) Home For The Holidays,7/21/18
2480,33,31,27,15,Leave Me Alone                                              FLIPP DINERO,9/29/18,96,27,15,             FLIPP DINERO,Leave Me Alone,7/21/18
2481,34,48,34,2,White Christmas                                             BING CROSBY,12/29/18,48,34,2,             BING CROSBY,White Christmas,7/21/18
2482,35,42,35,2,It's Beginning To Look A Lot Like Christmas                 PERRY COMO & THE FONTANE SISTERS,12/29/18,42,35,2,             PERRY COMO & THE FONTANE SISTERS,It's Beginning To Look A Lot Like Christmas,7/21/18
2483,36,22,6,4,Going Bad                                                   MEEK MILL featuring DRAKE,12/15/18,6,6,4,             MEEK MILL featuring DRAKE,Going Bad,7/21/18
2484,37,0,37,1,A Lot                                                       21 SAVAGE,1/5/19,37,37,1,             21 SAVAGE,A Lot,7/21/18
2485,38,29,11,21,Trip                                                        ELLA MAI,8/18/18,79,11,21,             ELLA MAI,Trip,7/21/18
2486,39,40,1,38,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",4/21/18,8,1,38,"             CARDI B, BAD BUNNY & J BALVIN",I Like It,7/21/18
2487,40,0,40,1,Blue Christmas                                              ELVIS PRESLEY,1/5/19,40,40,1,             ELVIS PRESLEY,Blue Christmas,7/21/18
2488,41,36,33,16,Speechless                                                  DAN + SHAY,9/22/18,95,33,16,             DAN + SHAY,Speechless,7/21/18
2489,42,45,42,2,Happy Xmas (War Is Over)                                    JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,12/29/18,45,42,2,             JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,Happy Xmas (War Is Over),7/21/18
2490,43,50,43,2,Christmas (Baby Please Come Home)                           DARLENE LOVE,12/29/18,50,43,2,             DARLENE LOVE,Christmas (Baby Please Come Home),7/21/18
2491,44,0,44,1,Underneath The Tree                                         KELLY CLARKSON,1/5/19,44,44,1,             KELLY CLARKSON,Underneath The Tree,7/21/18
2492,45,0,45,1,Run Rudolph Run                                             CHUCK BERRY,1/5/19,45,45,1,             CHUCK BERRY,Run Rudolph Run,7/21/18
2493,46,43,13,23,Natural                                                     IMAGINE DRAGONS,8/4/18,37,13,23,             IMAGINE DRAGONS,Natural,7/21/18
2494,47,0,47,1,Wow.                                                        POST MALONE,1/5/19,47,47,1,             POST MALONE,Wow.,7/21/18
2495,48,37,9,45,Love Lies                                                   KHALID & NORMANI,3/3/18,43,9,45,             KHALID & NORMANI,Love Lies,7/21/18
2496,49,0,49,1,Jingle Bells                                                FRANK SINATRA,1/5/19,49,49,1,             FRANK SINATRA,Jingle Bells,7/21/18
2497,50,38,30,21,Beautiful                                                   BAZZI featuring CAMILA CABELLO,8/18/18,60,30,21,             BAZZI featuring CAMILA CABELLO,Beautiful,7/21/18
2498,51,39,29,15,Better                                                      KHALID,9/29/18,45,29,15,             KHALID,Better,7/21/18
2499,52,44,5,13,Shallow                                                     LADY GAGA & BRADLEY COOPER,10/13/18,28,5,13,             LADY GAGA & BRADLEY COOPER,Shallow,7/21/18
2500,53,68,53,2,Cozy Little Christmas                                       KATY PERRY,12/29/18,68,53,2,             KATY PERRY,Cozy Little Christmas,7/21/18
2501,54,51,34,20,She Got The Best Of Me                                      LUKE COMBS,8/25/18,95,34,20,             LUKE COMBS,She Got The Best Of Me,7/21/18
2502,55,90,55,2,The Christmas Song                                          LAUREN DAIGLE,12/29/18,90,55,2,             LAUREN DAIGLE,The Christmas Song,7/21/18
2503,56,49,7,13,Uproar                                                      LIL WAYNE,10/13/18,7,7,13,             LIL WAYNE,Uproar,7/21/18
2504,57,0,57,1,Swervin                                                     A BOOGIE WIT DA HOODIE featuring 6IX9INE,1/5/19,57,57,1,             A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin,7/21/18
2505,58,0,58,1,Can't Leave Without It                                      21 SAVAGE,1/5/19,58,58,1,             21 SAVAGE,Can't Leave Without It,7/21/18
2506,59,59,44,24,You Say                                                     LAUREN DAIGLE,7/28/18,53,44,24,             LAUREN DAIGLE,You Say,7/21/18
